date,region,total_cases,flu,covid,malaria,dengue,typhoid,pneumonia,cold
2023-08-10,South,38,11,2,0,4,0,1,5
2023-08-10,East,39,4,0,0,2,5,0,10
2023-08-10,West,53,10,3,0,1,3,1,0
2023-08-10,Central,28,2,0,7,0,3,1,0
2023-08-11,North,41,5,6,9,1,0,2,2
2023-08-11,South,41,5,3,0,6,0,0,0
2023-08-11,East,40,0,0,0,0,8,2,1
2023-08-11,West,57,6,2,1,2,6,3,0
2023-08-11,Central,28,1,0,6,1,1,1,1
2023-08-12,North,60,9,7,8,0,0,0,4
2023-08-12,South,43,10,5,0,4,0,0,2
2023-08-12,East,29,0,0,0,1,2,0,4
2023-08-12,West,66,5,3,3,1,4,2,2
2023-08-12,Central,30,3,0,5,0,1,1,1
2023-08-13,North,46,5,6,13,0,1,5,1
2023-08-13,South,28,8,2,0,0,0,0,2
2023-08-13,East,48,0,0,1,3,5,0,7
2023-08-13,West,47,9,2,2,0,7,1,1
2023-08-13,Central,24,4,0,1,0,0,2,1
2023-08-14,North,49,10,11,13,0,0,0,3
2023-08-14,South,41,7,4,2,2,1,4,3
2023-08-14,East,33,0,0,0,1,5,0,8
2023-08-14,West,58,9,0,0,1,6,3,0
2023-08-14,Central,22,4,0,2,0,0,3,0
2023-08-15,North,59,9,5,10,0,1,0,3
2023-08-15,South,55,6,5,0,3,0,2,13
2023-08-15,East,40,0,1,1,2,3,0,5
2023-08-15,West,69,15,2,1,0,8,3,0
2023-08-15,Central,29,5,1,0,0,0,3,1
2023-08-16,North,49,8,8,9,1,1,2,0
2023-08-16,South,49,4,5,0,4,0,0,12
2023-08-16,East,42,1,0,2,0,5,0,5
2023-08-16,West,46,8,4,1,0,4,2,0
2023-08-16,Central,20,6,1,3,1,0,2,0
2023-08-17,North,65,3,5,11,0,0,2,0
2023-08-17,South,46,2,6,2,1,1,1,9
2023-08-17,East,35,2,2,4,2,5,0,6
2023-08-17,West,41,9,2,5,0,4,4,0
2023-08-17,Central,22,5,1,2,0,0,2,1
2023-08-18,North,57,7,10,11,0,0,1,0
2023-08-18,South,44,7,7,0,2,2,4,4
2023-08-18,East,35,7,0,3,0,6,3,10
2023-08-18,West,52,6,1,1,0,3,4,6
2023-08-18,Central,15,3,0,0,0,0,3,0
2023-08-19,North,55,3,7,4,0,1,0,0
2023-08-19,South,55,6,5,7,3,1,1,3
2023-08-19,East,35,2,0,3,0,6,1,7
2023-08-19,West,54,7,2,1,0,4,4,2
2023-08-19,Central,17,3,0,0,0,0,1,1
2023-08-20,North,36,4,9,9,0,0,3,0
2023-08-20,South,42,4,4,9,3,2,0,3
2023-08-20,East,37,2,0,0,0,1,1,6
2023-08-20,West,43,11,0,0,0,3,0,3
2023-08-20,Central,27,3,1,1,1,0,1,3
2023-08-21,North,46,3,8,10,0,1,1,0
2023-08-21,South,44,3,5,4,1,0,6,2
2023-08-21,East,35,2,2,0,4,3,3,2
2023-08-21,West,42,7,3,2,1,9,5,2
2023-08-21,Central,16,4,4,0,0,0,3,3
2023-08-22,North,45,2,8,11,0,0,0,0
2023-08-22,South,61,7,7,5,3,0,2,3
2023-08-22,East,39,2,0,0,0,3,1,1
2023-08-22,West,52,11,1,3,0,2,3,3
2023-08-22,Central,33,4,1,0,0,0,0,3
2023-08-23,North,46,1,6,9,1,4,0,0
2023-08-23,South,63,5,8,7,3,2,2,0
2023-08-23,East,44,1,0,0,1,1,1,5
2023-08-23,West,37,15,5,1,0,0,2,2
2023-08-23,Central,37,4,0,1,0,0,3,4
2023-08-24,North,50,0,11,11,0,1,0,5
2023-08-24,South,69,4,3,2,4,2,4,0
2023-08-24,East,45,5,0,0,0,2,3,5
2023-08-24,West,45,9,1,0,2,2,1,0
2023-08-24,Central,15,4,3,0,0,0,3,0
2023-08-25,North,37,2,11,9,0,0,0,2
2023-08-25,South,45,12,4,7,1,0,6,0
2023-08-25,East,39,3,0,2,0,4,2,4
2023-08-25,West,38,7,2,1,1,2,1,0
2023-08-25,Central,19,2,4,0,1,1,3,0
2023-08-26,North,53,5,6,10,0,0,0,1
2023-08-26,South,40,5,3,4,3,1,1,1
2023-08-26,East,47,1,1,0,0,4,1,5
2023-08-26,West,29,15,0,0,1,2,0,0
2023-08-26,Central,28,2,4,0,3,0,3,2
2023-08-27,North,44,3,7,5,0,0,0,3
2023-08-27,South,53,4,2,7,0,0,3,3
2023-08-27,East,41,3,0,0,0,7,0,5
2023-08-27,West,30,5,0,0,0,0,0,0
2023-08-27,Central,36,4,3,0,0,2,1,2
2023-08-28,North,42,4,6,10,1,0,0,8
2023-08-28,South,51,7,2,3,2,3,0,3
2023-08-28,East,43,8,2,0,0,7,0,12
2023-08-28,West,19,6,2,1,0,0,5,0
2023-08-28,Central,32,7,1,2,2,1,3,4
2023-08-29,North,34,3,5,2,0,0,1,4
2023-08-29,South,47,9,2,8,4,3,1,1
2023-08-29,East,48,5,5,0,0,6,0,5
2023-08-29,West,23,3,1,0,1,0,3,0
2023-08-29,Central,38,5,1,0,1,3,4,1
2023-08-30,North,42,3,7,1,2,0,0,2
2023-08-30,South,39,10,0,8,3,4,1,0
2023-08-30,East,53,11,1,3,0,7,0,12
2023-08-30,West,14,3,1,0,1,0,1,0
2023-08-30,Central,62,5,3,0,2,5,1,0
2023-08-31,North,37,4,3,1,5,0,0,2
2023-08-31,South,42,5,1,4,3,1,3,0
2023-08-31,East,47,6,3,0,0,3,0,7
2023-08-31,West,16,5,0,0,2,0,0,0
2023-08-31,Central,40,8,0,0,2,4,2,1
2023-09-01,North,28,2,3,6,3,0,1,3
2023-09-01,South,59,10,2,9,1,2,3,0
2023-09-01,East,65,7,4,2,0,4,0,3
2023-09-01,West,25,1,0,0,2,1,0,0
2023-09-01,Central,31,7,4,0,2,2,3,0
2023-09-02,North,61,2,6,8,4,0,0,7
2023-09-02,South,42,4,1,4,4,2,2,0
2023-09-02,East,63,5,3,4,0,5,3,7
2023-09-02,West,17,5,0,0,9,0,0,0
2023-09-02,Central,31,8,4,0,1,5,0,0
2023-09-03,North,54,0,6,5,4,1,1,6
2023-09-03,South,52,6,4,6,3,2,1,1
2023-09-03,East,58,7,2,4,0,5,2,5
2023-09-03,West,18,7,0,0,2,4,0,0
2023-09-03,Central,35,7,0,0,1,5,0,0
2023-09-04,North,63,0,3,11,3,0,0,10
2023-09-04,South,46,1,1,7,6,4,3,1
2023-09-04,East,50,4,3,1,0,5,2,4
2023-09-04,West,25,8,0,0,4,0,0,0
2023-09-04,Central,35,3,2,0,1,7,1,3
2023-09-05,North,53,0,5,5,4,0,2,6
2023-09-05,South,62,9,2,8,5,1,0,0
2023-09-05,East,49,4,5,4,1,4,2,3
2023-09-05,West,28,6,2,0,2,0,1,0
2023-09-05,Central,42,11,1,0,1,5,1,1
2023-09-06,North,41,0,4,7,5,0,0,4
2023-09-06,South,54,10,0,2,4,2,2,0
2023-09-06,East,39,9,1,1,4,5,1,3
2023-09-06,West,25,1,2,0,4,0,0,0
2023-09-06,Central,37,8,0,0,3,6,0,3
2023-09-07,North,42,0,4,9,4,2,1,7
2023-09-07,South,56,7,1,6,7,1,2,0
2023-09-07,East,53,3,2,3,2,6,4,2
2023-09-07,West,26,5,2,0,3,1,0,1
2023-09-07,Central,51,2,0,0,0,5,0,7
2023-09-08,North,44,0,2,8,9,0,0,12
2023-09-08,South,48,6,1,2,3,0,4,0
2023-09-08,East,47,4,1,4,2,6,2,2
2023-09-08,West,34,3,0,0,4,0,0,1
2023-09-08,Central,36,4,0,0,0,7,1,6
2023-09-09,North,52,5,1,6,7,0,0,6
2023-09-09,South,57,11,1,7,7,0,5,1
2023-09-09,East,45,3,6,3,0,5,2,3
2023-09-09,West,19,2,3,0,5,0,0,0
2023-09-09,Central,32,2,0,0,0,4,1,8
2023-09-10,North,56,1,5,12,6,1,0,4
2023-09-10,South,42,9,0,4,1,0,3,1
2023-09-10,East,34,2,2,2,0,7,4,1
2023-09-10,West,25,1,3,0,9,0,0,0
2023-09-10,Central,26,4,0,0,0,3,0,6
2023-09-11,North,59,1,3,7,3,1,0,2
2023-09-11,South,46,6,0,5,3,0,4,1
2023-09-11,East,45,1,1,1,0,5,4,0
2023-09-11,West,41,5,0,0,4,1,0,1
2023-09-11,Central,26,3,0,0,0,7,1,1
2023-09-12,North,41,0,1,6,4,3,0,13
2023-09-12,South,47,7,0,6,2,0,2,1
2023-09-12,East,38,1,0,3,1,3,4,3
2023-09-12,West,30,8,3,0,3,0,0,2
2023-09-12,Central,21,1,0,0,0,3,0,3
2023-09-13,North,37,0,4,4,2,1,0,7
2023-09-13,South,35,0,1,2,2,0,5,1
2023-09-13,East,33,3,0,4,2,7,4,3
2023-09-13,West,23,1,1,0,1,0,0,3
2023-09-13,Central,15,0,0,1,0,1,0,0
2023-09-14,North,17,0,3,4,3,0,1,8
2023-09-14,South,23,8,0,5,3,0,2,4
2023-09-14,East,30,0,0,6,0,1,5,0
2023-09-14,West,19,3,1,1,2,0,0,2
2023-09-14,Central,19,1,1,0,0,3,0,1
2023-09-15,North,34,0,1,7,3,0,0,2
2023-09-15,South,37,3,1,2,2,0,1,2
2023-09-15,East,42,0,0,6,1,3,2,1
2023-09-15,West,21,5,1,0,2,0,0,0
2023-09-15,Central,16,1,4,1,1,4,0,0
2023-09-16,North,28,0,0,7,4,0,1,3
2023-09-16,South,29,6,1,0,2,0,3,0
2023-09-16,East,33,0,0,12,0,4,4,2
2023-09-16,West,17,3,0,0,2,0,0,1
2023-09-16,Central,21,0,3,1,1,2,0,0
2023-09-17,North,29,0,0,5,1,1,1,7
2023-09-17,South,21,4,0,0,1,0,2,5
2023-09-17,East,32,0,0,11,0,3,3,6
2023-09-17,West,19,4,2,0,3,1,0,1
2023-09-17,Central,17,1,0,0,0,3,0,0
2023-09-18,North,41,0,0,6,1,1,1,10
2023-09-18,South,25,2,2,2,0,0,0,0
2023-09-18,East,30,0,0,5,0,3,3,5
2023-09-18,West,18,5,1,0,0,0,0,1
2023-09-18,Central,10,0,5,0,1,0,0,0
2023-09-19,North,29,0,1,8,1,0,1,9
2023-09-19,South,21,5,0,0,0,0,0,1
2023-09-19,East,23,1,0,3,0,0,0,5
2023-09-19,West,28,5,0,0,1,2,0,1
2023-09-19,Central,18,0,3,0,0,1,0,0
2023-09-20,North,31,1,0,10,1,2,2,6
2023-09-20,South,22,4,0,0,0,0,1,1
2023-09-20,East,23,2,1,2,0,3,0,1
2023-09-20,West,13,4,0,0,0,0,0,0
2023-09-20,Central,7,0,0,0,0,3,0,0
2023-09-21,North,21,0,0,6,0,3,3,9
2023-09-21,South,24,8,2,0,0,0,0,0
2023-09-21,East,31,0,0,2,0,7,1,5
2023-09-21,West,23,4,1,2,0,1,0,1
2023-09-21,Central,9,0,0,0,0,4,1,0
2023-09-22,North,31,0,2,5,1,2,2,8
2023-09-22,South,12,5,2,2,0,2,0,0
2023-09-22,East,33,2,0,7,0,4,2,8
2023-09-22,West,29,4,0,2,2,1,0,3
2023-09-22,Central,8,0,0,0,0,1,0,0
2023-09-23,North,30,1,0,4,1,0,0,8
2023-09-23,South,10,3,0,0,3,0,0,0
2023-09-23,East,21,0,1,0,0,4,2,5
2023-09-23,West,17,4,0,0,3,0,1,5
2023-09-23,Central,11,0,0,0,0,2,0,0
2023-09-24,North,35,0,0,3,3,0,2,16
2023-09-24,South,8,2,0,0,1,0,0,0
2023-09-24,East,32,0,0,1,0,3,1,1
2023-09-24,West,19,2,0,0,1,1,0,5
2023-09-24,Central,16,0,0,0,0,2,0,0
2023-09-25,North,37,0,0,2,0,1,2,8
2023-09-25,South,14,2,0,0,0,0,0,0
2023-09-25,East,21,0,0,0,0,4,0,3
2023-09-25,West,24,6,0,1,1,1,0,7
2023-09-25,Central,15,1,3,0,1,4,0,1
2023-09-26,North,35,0,0,2,1,2,2,13
2023-09-26,South,12,3,0,2,0,0,0,0
2023-09-26,East,36,1,0,2,0,5,0,3
2023-09-26,West,11,3,0,0,2,0,1,4
2023-09-26,Central,26,3,0,1,2,1,1,0
2023-09-27,North,29,0,0,1,0,0,0,9
2023-09-27,South,7,4,0,0,0,0,0,0
2023-09-27,East,27,0,0,0,0,5,0,5
2023-09-27,West,11,1,0,0,0,0,1,3
2023-09-27,Central,9,1,0,0,3,1,0,1
2023-09-28,North,32,0,0,9,0,0,1,14
2023-09-28,South,13,5,0,3,1,0,0,0
2023-09-28,East,18,0,0,1,0,4,0,3
2023-09-28,West,6,2,0,0,0,1,0,3
2023-09-28,Central,19,1,0,0,1,2,0,0
2023-09-29,North,23,0,1,8,0,0,3,18
2023-09-29,South,22,3,1,1,0,1,0,0
2023-09-29,East,30,0,5,0,0,3,0,1
2023-09-29,West,10,0,0,2,0,0,2,4
2023-09-29,Central,18,0,1,0,2,1,0,3
2023-09-30,North,34,3,0,9,0,0,5,17
2023-09-30,South,16,4,1,0,0,0,0,2
2023-09-30,East,37,2,1,0,0,3,0,4
2023-09-30,West,18,0,1,1,0,0,0,4
2023-09-30,Central,20,0,2,0,0,2,0,0
2023-10-01,North,45,0,0,4,1,0,2,17
2023-10-01,South,20,1,1,0,0,2,0,5
2023-10-01,East,33,3,0,2,1,5,0,7
2023-10-01,West,11,1,0,1,0,0,0,5
2023-10-01,Central,23,1,0,1,3,2,3,0
2023-10-02,North,27,0,0,5,0,0,1,9
2023-10-02,South,25,3,2,0,1,0,1,5
2023-10-02,East,27,0,0,0,0,8,1,8
2023-10-02,West,27,1,0,0,0,0,0,5
2023-10-02,Central,20,1,1,0,4,3,2,1
2023-10-03,North,34,0,0,2,1,0,2,12
2023-10-03,South,20,4,1,0,1,0,0,5
2023-10-03,East,34,2,0,2,0,2,0,8
2023-10-03,West,21,3,1,0,0,0,0,7
2023-10-03,Central,11,0,0,0,1,1,1,0
2023-10-04,North,36,0,0,3,0,0,1,15
2023-10-04,South,20,6,1,0,1,0,0,7
2023-10-04,East,29,1,0,3,1,8,0,1
2023-10-04,West,22,2,2,0,0,0,0,2
2023-10-04,Central,16,1,0,0,0,1,0,0
2023-10-05,North,31,0,0,1,1,0,2,12
2023-10-05,South,24,0,2,0,2,0,0,3
2023-10-05,East,24,2,0,0,0,4,0,4
2023-10-05,West,20,3,3,4,0,1,0,7
2023-10-05,Central,11,0,0,0,0,1,1,2
2023-10-06,North,29,0,2,0,0,0,0,15
2023-10-06,South,18,3,5,0,0,0,0,6
2023-10-06,East,32,0,1,5,2,6,0,5
2023-10-06,West,19,0,4,2,0,0,0,7
2023-10-06,Central,12,1,0,1,0,0,0,0
2023-10-07,North,29,0,0,5,2,1,4,9
2023-10-07,South,38,3,4,0,0,0,0,6
2023-10-07,East,33,0,0,0,1,4,0,8
2023-10-07,West,20,2,1,0,0,1,0,7
2023-10-07,Central,8,0,0,2,2,0,0,1
2023-10-08,North,35,0,1,2,3,0,1,9
2023-10-08,South,33,2,1,1,0,0,0,9
2023-10-08,East,31,2,2,0,3,2,0,3
2023-10-08,West,26,0,5,0,0,0,0,6
2023-10-08,Central,17,2,0,0,2,1,1,2
2023-10-09,North,21,0,1,8,1,0,1,7
2023-10-09,South,34,7,4,0,1,0,1,7
2023-10-09,East,40,2,0,1,0,6,1,5
2023-10-09,West,22,0,3,0,1,0,0,10
2023-10-09,Central,8,1,0,0,0,0,3,0
2023-10-10,North,32,0,0,3,2,0,0,9
2023-10-10,South,35,4,4,0,2,0,3,11
2023-10-10,East,35,0,2,4,2,3,0,10
2023-10-10,West,23,0,1,0,1,1,0,7
2023-10-10,Central,10,0,0,0,1,2,1,0
2023-10-11,North,26,0,0,2,1,0,0,9
2023-10-11,South,52,9,3,0,3,0,2,6
2023-10-11,East,26,0,0,0,0,4,0,7
2023-10-11,West,28,1,0,0,1,0,0,10
2023-10-11,Central,15,1,0,0,5,0,1,3
2023-10-12,North,26,0,0,6,4,0,0,10
2023-10-12,South,40,6,2,0,2,0,4,3
2023-10-12,East,36,3,0,0,1,4,3,11
2023-10-12,West,17,1,0,0,1,0,0,4
2023-10-12,Central,15,0,1,0,1,1,2,2
2023-10-13,North,26,0,1,1,4,0,0,6
2023-10-13,South,35,2,4,0,1,0,2,8
2023-10-13,East,35,0,1,0,2,1,0,11
2023-10-13,West,27,2,0,0,5,0,0,3
2023-10-13,Central,14,0,0,0,1,1,1,2
2023-10-14,North,20,0,1,6,2,0,0,9
2023-10-14,South,43,4,1,0,1,0,2,3
2023-10-14,East,39,0,0,0,0,5,1,7
2023-10-14,West,16,1,0,0,0,0,0,9
2023-10-14,Central,6,0,0,2,1,0,1,7
2023-10-15,North,24,0,2,3,4,0,2,5
2023-10-15,South,25,4,2,0,0,0,0,8
2023-10-15,East,47,0,0,0,0,5,3,13
2023-10-15,West,21,0,0,0,2,0,1,11
2023-10-15,Central,12,0,1,0,4,0,0,6
2023-10-16,North,17,1,7,4,0,1,0,2
2023-10-16,South,30,5,1,1,0,0,0,5
2023-10-16,East,28,0,0,0,0,5,1,11
2023-10-16,West,19,0,0,0,0,0,2,10
2023-10-16,Central,16,2,0,0,5,0,0,1
2023-10-17,North,20,0,5,1,0,2,0,1
2023-10-17,South,23,5,2,2,0,0,2,4
2023-10-17,East,30,2,0,0,0,4,3,6
2023-10-17,West,28,0,1,0,1,0,0,4
2023-10-17,Central,18,3,1,0,4,0,0,1
2023-10-18,North,32,0,2,3,0,0,3,0
2023-10-18,South,29,12,2,2,0,1,0,2
2023-10-18,East,38,0,0,0,0,0,0,7
2023-10-18,West,26,0,1,0,1,0,4,6
2023-10-18,Central,17,2,0,0,6,0,0,0
2023-10-19,North,22,0,1,1,0,0,0,3
2023-10-19,South,21,6,0,5,0,0,0,1
2023-10-19,East,26,1,0,1,0,0,3,8
2023-10-19,West,32,4,0,0,2,0,1,3
2023-10-19,Central,24,1,0,2,0,2,0,1
2023-10-20,North,11,0,1,1,2,0,0,0
2023-10-20,South,23,9,1,2,0,1,1,2
2023-10-20,East,26,1,0,0,0,6,2,2
2023-10-20,West,28,0,1,0,6,0,2,4
2023-10-20,Central,12,2,0,2,5,0,0,2
2023-10-21,North,11,3,0,2,1,0,3,2
2023-10-21,South,24,5,2,0,0,0,0,0
2023-10-21,East,39,1,0,0,0,5,2,4
2023-10-21,West,26,4,2,0,4,1,1,5
2023-10-21,Central,16,1,4,1,1,0,0,2
2023-10-22,North,24,0,0,3,4,0,0,1
2023-10-22,South,16,3,0,0,2,0,0,1
2023-10-22,East,36,1,2,6,0,3,5,6
2023-10-22,West,22,2,0,0,2,0,1,3
2023-10-22,Central,10,0,0,0,0,0,0,3
2023-10-23,North,19,1,0,6,2,0,0,0
2023-10-23,South,18,8,0,0,0,1,0,1
2023-10-23,East,37,6,0,1,4,3,2,4
2023-10-23,West,14,3,0,0,3,0,1,5
2023-10-23,Central,11,0,4,1,2,0,0,2
2023-10-24,North,19,2,1,7,1,0,1,0
2023-10-24,South,12,8,2,0,0,0,0,0
2023-10-24,East,21,1,0,5,2,1,4,10
2023-10-24,West,15,2,1,0,2,0,0,2
2023-10-24,Central,14,0,3,3,2,0,0,1
2023-10-25,North,25,1,0,9,1,0,0,0
2023-10-25,South,18,5,0,0,0,0,0,0
2023-10-25,East,31,0,0,3,2,0,1,11
2023-10-25,West,17,2,0,4,4,0,0,2
2023-10-25,Central,13,0,0,2,0,0,0,0
2023-10-26,North,17,6,1,2,1,0,0,1
2023-10-26,South,23,13,0,0,0,2,0,0
2023-10-26,East,29,0,1,3,2,2,1,10
2023-10-26,West,19,2,0,1,1,0,1,2
2023-10-26,Central,13,2,1,2,0,0,2,0
2023-10-27,North,19,6,0,1,1,2,0,0
2023-10-27,South,17,7,0,0,0,0,0,1
2023-10-27,East,34,0,0,1,0,2,1,7
2023-10-27,West,34,3,0,3,1,0,1,4
2023-10-27,Central,16,0,0,0,0,0,2,0
2023-10-28,North,12,0,0,3,0,0,0,0
2023-10-28,South,15,8,0,0,0,0,0,0
2023-10-28,East,23,0,0,2,0,1,2,7
2023-10-28,West,15,6,0,0,2,0,2,3
2023-10-28,Central,7,1,0,0,0,0,2,1
2023-10-29,North,13,2,3,1,1,0,0,0
2023-10-29,South,19,5,1,1,1,0,0,0
2023-10-29,East,27,0,0,1,0,2,4,9
2023-10-29,West,24,4,0,2,4,0,0,3
2023-10-29,Central,5,0,0,1,0,0,1,0
2023-10-30,North,17,2,0,0,0,0,0,0
2023-10-30,South,16,7,0,1,0,1,0,3
2023-10-30,East,37,0,0,0,0,0,1,2
2023-10-30,West,20,2,0,3,2,1,0,7
2023-10-30,Central,3,1,0,0,0,0,1,0
2023-10-31,North,11,4,0,4,0,0,0,0
2023-10-31,South,18,4,0,5,4,0,2,3
2023-10-31,East,25,0,0,0,0,1,2,4
2023-10-31,West,24,2,0,1,3,0,0,3
2023-10-31,Central,11,0,0,0,0,0,0,0
2023-11-01,North,18,3,0,1,1,0,0,1
2023-11-01,South,20,1,0,3,2,1,0,1
2023-11-01,East,25,1,1,0,0,0,1,7
2023-11-01,West,19,2,0,2,6,0,3,6
2023-11-01,Central,6,0,0,0,0,0,1,0
2023-11-02,North,19,2,0,8,5,0,0,0
2023-11-02,South,13,5,0,5,4,0,0,2
2023-11-02,East,26,0,2,0,0,4,4,7
2023-11-02,West,25,1,1,2,4,0,2,1
2023-11-02,Central,10,0,1,0,0,0,2,0
2023-11-03,North,22,0,0,7,2,2,1,0
2023-11-03,South,18,5,0,2,1,0,0,3
2023-11-03,East,27,1,0,0,0,1,1,4
2023-11-03,West,15,0,1,3,6,0,0,2
2023-11-03,Central,4,1,0,0,0,0,2,0
2023-11-04,North,19,0,0,5,2,1,0,1
2023-11-04,South,31,1,0,1,4,1,0,2
2023-11-04,East,32,3,0,0,0,1,1,8
2023-11-04,West,19,0,1,5,5,0,0,1
2023-11-04,Central,3,2,3,0,0,0,2,0
2023-11-05,North,14,0,0,7,1,2,0,0
2023-11-05,South,20,6,0,1,5,0,0,5
2023-11-05,East,23,0,0,0,0,2,3,4
2023-11-05,West,16,1,0,3,4,0,0,0
2023-11-05,Central,4,1,0,0,0,0,0,0
2023-11-06,North,18,0,0,4,2,1,1,1
2023-11-06,South,28,6,0,0,4,0,0,6
2023-11-06,East,25,0,0,3,0,1,1,5
2023-11-06,West,11,1,0,2,1,0,0,0
2023-11-06,Central,13,4,0,2,0,0,0,1
2023-11-07,North,22,0,0,1,1,0,2,3
2023-11-07,South,17,1,0,2,3,0,0,4
2023-11-07,East,24,0,0,1,0,4,1,2
2023-11-07,West,13,0,0,0,1,0,0,0
2023-11-07,Central,12,1,1,3,0,0,0,3
2023-11-08,North,17,1,0,7,0,0,2,0
2023-11-08,South,17,0,1,0,2,0,0,2
2023-11-08,East,25,0,1,0,1,3,1,3
2023-11-08,West,9,2,0,0,2,1,0,0
2023-11-08,Central,20,0,2,2,0,0,0,1
2023-11-09,North,15,2,0,0,2,0,0,0
2023-11-09,South,19,1,0,1,5,0,0,1
2023-11-09,East,19,0,0,0,0,3,0,3
2023-11-09,West,6,0,0,0,3,0,0,1
2023-11-09,Central,13,0,0,2,0,0,0,2
2023-11-10,North,14,3,0,5,6,0,0,0
2023-11-10,South,24,0,0,0,3,0,0,0
2023-11-10,East,17,0,0,0,0,1,0,1
2023-11-10,West,12,0,1,3,2,0,0,2
2023-11-10,Central,16,2,0,2,0,0,0,3
2023-11-11,North,32,7,1,4,4,0,0,0
2023-11-11,South,21,2,2,2,0,0,0,0
2023-11-11,East,19,0,0,0,0,6,0,2
2023-11-11,West,22,0,0,3,2,0,0,0
2023-11-11,Central,17,4,3,3,0,0,0,2
2023-11-12,North,27,2,0,6,2,0,0,0
2023-11-12,South,11,0,0,0,5,1,0,0
2023-11-12,East,13,0,0,0,2,5,0,1
2023-11-12,West,19,2,0,6,0,0,0,0
2023-11-12,Central,14,2,0,1,1,0,0,0
2023-11-13,North,41,3,0,4,3,0,0,0
2023-11-13,South,15,0,3,0,7,0,0,0
2023-11-13,East,16,0,0,1,1,7,0,0
2023-11-13,West,19,1,0,4,1,0,0,1
2023-11-13,Central,10,0,0,1,2,0,1,0
2023-11-14,North,23,4,0,5,3,0,1,0
2023-11-14,South,19,0,2,3,3,0,0,0
2023-11-14,East,18,0,0,3,0,4,1,1
2023-11-14,West,17,0,0,6,3,1,0,0
2023-11-14,Central,2,0,0,0,0,0,0,0
2023-11-15,North,32,0,0,4,3,0,0,0
2023-11-15,South,31,0,3,4,2,0,0,0
2023-11-15,East,23,0,0,1,0,2,1,0
2023-11-15,West,12,0,0,2,3,0,1,0
2023-11-15,Central,2,0,0,0,0,2,0,3
2023-11-16,North,26,1,1,3,2,0,0,0
2023-11-16,South,17,0,7,1,2,0,0,2
2023-11-16,East,19,0,1,0,0,5,0,0
2023-11-16,West,21,0,0,1,6,1,0,1
2023-11-16,Central,8,0,0,0,0,3,0,1
2023-11-17,North,24,2,0,6,3,0,0,0
2023-11-17,South,19,0,6,0,1,1,0,4
2023-11-17,East,22,0,4,0,0,1,0,0
2023-11-17,West,24,2,0,0,6,0,1,1
2023-11-17,Central,14,0,0,1,0,1,0,0
2023-11-18,North,17,2,0,2,5,1,0,0
2023-11-18,South,25,0,6,3,0,2,0,2
2023-11-18,East,22,0,1,0,1,6,2,0
2023-11-18,West,22,0,1,1,7,0,0,0
2023-11-18,Central,8,0,0,1,0,1,0,0
2023-11-19,North,21,1,0,0,3,0,0,0
2023-11-19,South,12,0,3,0,0,0,0,0
2023-11-19,East,17,0,1,0,2,0,2,0
2023-11-19,West,27,2,1,1,9,0,1,5
2023-11-19,Central,17,1,0,1,0,2,0,0
2023-11-20,North,19,4,1,0,5,0,0,3
2023-11-20,South,27,2,5,0,4,0,0,0
2023-11-20,East,18,0,1,0,2,1,1,0
2023-11-20,West,21,0,0,0,6,0,1,1
2023-11-20,Central,26,2,0,3,0,2,1,1
2023-11-21,North,28,1,0,0,4,1,2,0
2023-11-21,South,29,6,5,3,0,0,0,4
2023-11-21,East,19,0,1,1,1,1,1,0
2023-11-21,West,27,0,3,2,5,0,1,3
2023-11-21,Central,28,2,1,2,0,2,0,3
2023-11-22,North,26,2,1,0,9,0,0,3
2023-11-22,South,30,7,3,0,0,2,0,0
2023-11-22,East,12,0,0,0,0,0,0,2
2023-11-22,West,25,0,2,0,3,0,0,3
2023-11-22,Central,11,2,2,0,1,2,0,0
2023-11-23,North,31,1,2,4,5,0,0,5
2023-11-23,South,24,3,4,3,0,0,0,3
2023-11-23,East,10,0,0,0,2,1,1,0
2023-11-23,West,19,0,0,2,2,0,0,0
2023-11-23,Central,11,2,1,0,2,1,0,1
2023-11-24,North,16,1,0,0,2,0,0,3
2023-11-24,South,27,5,4,1,0,0,0,9
2023-11-24,East,14,0,1,2,0,1,1,4
2023-11-24,West,19,0,0,0,4,1,0,2
2023-11-24,Central,11,5,0,0,0,1,0,4
2023-11-25,North,40,2,0,0,8,0,0,7
2023-11-25,South,25,3,3,0,0,1,0,3
2023-11-25,East,19,0,4,1,1,0,1,2
2023-11-25,West,20,0,0,0,3,0,0,2
2023-11-25,Central,15,2,1,3,0,0,0,0
2023-11-26,North,45,3,4,0,6,0,0,9
2023-11-26,South,41,5,2,0,0,1,0,5
2023-11-26,East,21,0,1,3,1,1,0,0
2023-11-26,West,12,2,2,0,5,0,0,0
2023-11-26,Central,31,3,0,5,0,2,0,3
2023-11-27,North,41,6,0,0,9,0,0,10
2023-11-27,South,30,6,3,0,0,0,3,11
2023-11-27,East,10,0,2,3,1,2,1,0
2023-11-27,West,10,1,0,0,3,0,0,0
2023-11-27,Central,26,2,0,3,0,3,0,0
2023-11-28,North,45,4,1,0,5,1,0,7
2023-11-28,South,18,3,0,0,0,0,0,3
2023-11-28,East,11,0,0,0,0,4,0,0
2023-11-28,West,13,0,0,0,4,2,0,3
2023-11-28,Central,18,1,0,4,0,4,0,0
